id,venue_name,location,owner_url,city_name,phone_number,club_website,google_map,ra_followers,capacity,owner (source of truth),"most_listed_artists {name: string, url: string}","ra_venue_description (allow null, if not null { text: string, external link: {text: string, url: string}",venue_latitude,venue_longitude
17519,Ayla Lounge,"763-765 Harrow Rd, Wembley HA0 2LW",https://ra.co/clubs/172422,,,,,,,,,,,
17520,B Social,"29 Chalk Farm Rd, Chalk Farm, London NW1 8AG",https://ra.co/clubs/191574,,,,,,,,,,,
17521,B45 London,"Basement 45, 45 Tulse Hill, Brixton, London SW2 2TJ",https://ra.co/clubs/128051,,,,,,,,,,,
17522,Babalou,The Crypt; St Matthews Church; Brixton Hill; London SW2 1JF; United Kingdom,https://ra.co/clubs/4314,,,,,,,,,,,
17523,Babble.jar,176 Stoke Newington High Street; Stoke Newington; London N16 7JL; United Kingdom,https://ra.co/clubs/68120,,,,,,,,,,,
17524,Babel,3 - 7 Northcote Road; Clapham Common; London SW11 1NG; United Kingdom,https://ra.co/clubs/1697,,,,,,,,,,,
17525,Babel Art House,"86 Stoke Newington High St, London N16 7PA",https://ra.co/clubs/188833,,,,,,,,,,,
17526,The Baby Bathhouse,125 Church Street; Stoke Newington; London N16 9ES; United Kingdom,https://ra.co/clubs/45471,,,,,,,,,,,
17527,Bacchus,2 Union Street; Kingston Upon Thames; Greater London KT1 1RP; United Kingdom,https://ra.co/clubs/10065,,,,,,,,,,,
17528,Backcounter Lounge,"Arch 50, South Lambeth Place, London, SW8 1SP",https://ra.co/clubs/123772,,,,,,,,,,,
17529,Backyard Comedy Club,"231 Cambridge Heath Road, Bethnal Green, London, E2 0EL",https://ra.co/clubs/159886,,,,,,,,,,,
17530,Bad Apple Croydon,"6-9 Park Street, Croydon, CR0 1YD",https://ra.co/clubs/141841,,,,,,,,,,,
17531,Badger Badger,"139 Deptford High St, London SE8 3NU",https://ra.co/clubs/194920,,,,,,,,,,,
17532,Balabam,"58-60 High Road, Tottenham, London, N15 6JU, United Kingdom",https://ra.co/clubs/170254,,,,,,,,,,,
17533,Baldock Arts and Heritage Centre,"4 High St, Baldock ,SG7 6AR",https://ra.co/clubs/136053,,,,,,,,,,,
17534,Balham Bowls Club,"Ramsden Street, London, SW12 8QX",https://ra.co/clubs/59062,,,,,,,,,,,
17535,Ballie Ballerson,"79 Stoke Newington Road, N16 8AD",https://ra.co/clubs/129286,,,,,,,,,,,
17536,Ballie Ballerson,"97-113 Curtain Rd, London EC2A 3BS, United Kingdom",https://ra.co/clubs/163522,,,,,,,,,,,
17537,Balls Brothers,"Hay's Galleria, Tooley Street, London, SE1 2HD",https://ra.co/clubs/86793,,,,,,,,,,,
17538,Balls Brothers,"Bury Court 38 St. Mary Axe, EC3A 8EX",https://ra.co/clubs/55820,,,,,,,,,,,
17539,Bambu,"1, Wrottesley Street, B5 4RT",https://ra.co/clubs/174048,,,,,,,,,,,
17540,Bambuu,"222 South Street, Romford, RM12AD",https://ra.co/clubs/200791,,,,,,,,,,,
17541,The Bandstand,"Battersea Park, London, SW11 4NJ",https://ra.co/clubs/152148,,,,,,,,,,,
17542,Bangalore,"1 Corbet Court, Gracechurch Street, London",https://ra.co/clubs/97959,,,,,,,,,,,
17543,Banking Hall,"14, Cornhill, London EC3V 3ND",https://ra.co/clubs/179219,,,,,,,,,,,
17544,Bankside Pier,"Bankside, London SE1",https://ra.co/clubs/144529,,,,,,,,,,,
17545,Bankside Vaults,"No 1 Invicta Plaza South Bank, LONDON, SE1 9UF, UK",https://ra.co/clubs/97171,,,,,,,,,,,
17546,Banquet Records,"52 Eden St, Kingston upon Thames, Surrey KT1 1EE, United Kingdom",https://ra.co/clubs/79429,,,,,,,,,,,
17547,Bar & Co,"Templer Pier, Victoria Embankment, London WC2R2",https://ra.co/clubs/132730,,,,,,,,,,,
17548,Bar 1 & Loop,"1 Tindal St, Chelmsford, CM1 1ER",https://ra.co/clubs/83368,,,,,,,,,,,
17549,Bar 101 Ruislip,"101 High Street, Ruislip, HA48JN",https://ra.co/clubs/109038,,,,,,,,,,,
17550,Bar 104,"104-122 City Road, London, EC1V2NR",https://ra.co/clubs/17361,,,,,,,,,,,
17551,Bar 201 Bromley,"201 High St, Bromley BR1 1NY",https://ra.co/clubs/188799,,,,,,,,,,,
17552,Bar 2012,194 Brick Lane; Bethnal Green; London E1 6SA; United Kingdom,https://ra.co/clubs/15044,,,,,,,,,,,
17553,Bar 23,"23 Stoke Newington Road, London, N16 8BJ",https://ra.co/clubs/14982,,,,,,,,,,,
17554,Bar 242,242 Blackfriars Rd; Southwark; London SE1 9UF; United Kingdom,https://ra.co/clubs/1846,,,,,,,,,,,
17555,Bar 366,"366 Garratt Lane, Earlsfield, London SW18 4ES, United Kingdom",https://ra.co/clubs/63892,,,,,,,,,,,
17556,Bar 38,30-33 Minories; Aldgate; London EC3N 1PD; United Kingdom,https://ra.co/clubs/5403,,,,,,,,,,,
17557,Bar 48,"48 Brixton Rd, London SW9 6BT",https://ra.co/clubs/119637,,,,,,,,,,,
17558,Bar 51,1 Peascod Street; Windsor SL4 1DE,https://ra.co/clubs/81252,,,,,,,,,,,
17559,Bar 54,54 Commercial St; Aldgate; London E1 6LT; United Kingdom,https://ra.co/clubs/3279,,,,,,,,,,,
17560,Bar 57,"57 Greenwich High Rd, London, SE10 8JL",https://ra.co/clubs/37412,,,,,,,,,,,
17561,Bar 68 and Boston,"5 Greek Street, Soho, W1D 4DD",https://ra.co/clubs/118092,,,,,,,,,,,
17562,Bar 77,77 Gloucester Road; South Kensington; London SW7 4SS; United Kingdom,https://ra.co/clubs/10792,,,,,,,,,,,
17563,Bar 88,18 High Street London N8 7PB,https://ra.co/clubs/56301,,,,,,,,,,,
17564,Bar A Bar,133-135 Stoke Newington Road; Stoke Newington; London N16 8BT; United Kingdom,https://ra.co/clubs/19297,,,,,,,,,,,
17565,Bar B Lo,"76 Marchmont St, Bloomsbury",https://ra.co/clubs/16263,,,,,,,,,,,
17566,Bar Blue - Vinopolis,"1 Bank End, London, SE1 9BU",https://ra.co/clubs/38287,,,,,,,,,,,
17567,Bar Buddah,"17 Bridge Street Leighton Buzzard, LU7 1AH",https://ra.co/clubs/86437,,,,,,,,,,,
17568,Bar Common,"323 Old St, London, EC1V 9LE",https://ra.co/clubs/59276,,,,,,,,,,,
17569,Bar du Vin,"32 East St, Bromley, Kent BR1 1QU",https://ra.co/clubs/119718,,,,,,,,,,,
17570,Bar Eleven,"23 Goose Gate, Nottingham, England, NG1 1FE",https://ra.co/clubs/190964,,,,,,,,,,,
17571,Bar Form,"7 Genotin Road, Enfield, EN1 2AA",https://ra.co/clubs/97793,,,,,,,,,,,
17572,The Bar Inc,"266 Church Road, Northolt, UB5 5AW",https://ra.co/clubs/106859,,,,,,,,,,,
17573,Bar Lenuccia,148 Camberwell New Road; London SE5 0RR,https://ra.co/clubs/66604,,,,,,,,,,,
17574,Bar Music Hall,134-146 Curtain Road; Shoreditch; London EC2A; United Kingdom,https://ra.co/clubs/3606,,,,,,,,,,,
17575,Bar Nuvo,"286 Lewisham High Street, SE13 6JZ",https://ra.co/clubs/124914,,,,,,,,,,,
17576,Bar Onefourone,"141 Bethnal Green Road, London, E2 7DG, UK",https://ra.co/clubs/60848,,,,,,,,,,,
17577,Bar Rumba,36 Shaftesbury Avenue; Soho; London W1D 7EP; United Kingdom,https://ra.co/clubs/745,,,,,,,,,,,
17578,Bar Salsa Temple,"Temple Station, London WC2R 2PH",https://ra.co/clubs/189495,,,,,,,,,,,
17579,Bar Sequence,43 Essex Road; Islington; London N1 2SF; United Kingdom,https://ra.co/clubs/20282,,,,,,,,,,,
17580,Bar Sia,105-109 The Broadway; Wimbledon; London SW19 1QG; United Kingdom,https://ra.co/clubs/9082,,,,,,,,,,,
17581,Bar Soho,"23-25 Old Compton St, Soho, London W1D 5JL",https://ra.co/clubs/12920,,,,,,,,,,,
17582,Bar Solo,"20 Inverness Street, London, UK, NW1 7HJ",https://ra.co/clubs/42710,,,,,,,,,,,
17583,Bar Sport,36 High Street Croydon CR0 1YB,https://ra.co/clubs/71222,,,,,,,,,,,
17584,Bar Story,"213 Blenheim Grove, Peckham Rye, SE15 4QL",https://ra.co/clubs/27990,,,,,,,,,,,
17585,The Bar Tcr,"183 Tottenham Court Road, London, W1T 7PE",https://ra.co/clubs/43599,,,,,,,,,,,
17586,Bar Vinyl,6 Inverness Street; Camden Town; London NW1 7HJ; United Kingdom,https://ra.co/clubs/6455,,,,,,,,,,,
17587,Bar XS,141 Bethnal Green Road; London E2 7DG,https://ra.co/clubs/52283,,,,,,,,,,,
17588,Bar&Co,Temple Pier; Embankment; London WC2R 2PN; United Kingdom,https://ra.co/clubs/14700,,,,,,,,,,,
17589,Baraza,561 Garratt Lane; Earlsfield; London SW18 4SR; United Kingdom,https://ra.co/clubs/20209,,,,,,,,,,,
17590,The Barbican Centre,Silk Street; London EC2Y 8DS; United Kingdom,https://ra.co/clubs/31835,,,,,,,,,,,
17591,The Barbican Hall,Silk Street; Barbican; London EC2Y 8DS; United Kingdom,https://ra.co/clubs/2237,,,,,,,,,,,
17592,Barcode,Arch 69; Albert Embankment; Vauxhall; London SE11 5AW; United Kingdom,https://ra.co/clubs/55266,,,,,,,,,,,
17593,Bardens Boudoir,36 - 44 Stoke Newington Road; Dalston; London N16 7XJ; United Kingdom,https://ra.co/clubs/14132,,,,,,,,,,,
17594,Barfly,49 Chalk Farm Road; Camden Town; London NW1 8AN; United Kingdom,https://ra.co/clubs/1041,,,,,,,,,,,
17595,The Barge House,"46a De Beauvoir Crescent, London, N1 5RY 5",https://ra.co/clubs/126449,,,,,,,,,,,
17596,Bargehouse OXO Tower,"Barge House St, South Bank, London SE1 9PH, UK",https://ra.co/clubs/112261,,,,,,,,,,,
17597,The Barrel Project,"80 Druid Street, SE1 1HQ, London.",https://ra.co/clubs/147180,,,,,,,,,,,
17598,Barrio Central,"8 Poland Street, Soho, London, W1F 8PS",https://ra.co/clubs/34913,,,,,,,,,,,
17599,Barrio East,141-143 Shoreditch High Street,https://ra.co/clubs/73530,,,,,,,,,,,
17600,Barrio North,45 Essex Road; Angel; London N1 2SF; United Kingdom,https://ra.co/clubs/8603,,,,,,,,,,,
17601,Barts,"Chelsea Cloisters, Sloane Ave, London SW3 3DW, United Kingdom",https://ra.co/clubs/169052,,,,,,,,,,,
17602,The Basement,"Union House, Stag Hill, University of Surrey, Guildford, GU2 7XH",https://ra.co/clubs/114837,,,,,,,,,,,
17603,The Basement,"92 Ewell Rd, Surbiton, Greater London KT6 6EX",https://ra.co/clubs/70844,,,,,,,,,,,
17604,The Basement,"2 Stoke Newington Rd, Hackney Downs, London N16 7XN, United Kingdom",https://ra.co/clubs/166268,,,,,,,,,,,
17605,The Basement 217,"217 City Rd, London, EC1V 1JN",https://ra.co/clubs/145628,,,,,,,,,,,
17606,Basement 55,55 Stoke Newington High Street; London N16 8EL; United Kingdom,https://ra.co/clubs/72723,,,,,,,,,,,
17607,Basement at 574 Kingsland Road,"574 Kingsland Road, E8 4AP",https://ra.co/clubs/128013,,,,,,,,,,,
17608,Basement Sate,"8 Broadwick Street, London, W1F 8HN",https://ra.co/clubs/96416,,,,,,,,,,,
17609,"The Basement, RED Gallery","1-3 Rivington Street, London EC2A 3DT",https://ra.co/clubs/110046,,,,,,,,,,,
17610,Bash Studios,65-71 Scrutton Street,https://ra.co/clubs/17180,,,,,,,,,,,
17611,Basing House,25 Kingsland Road; Shoreditch; London E2 8AA; United Kingdom,https://ra.co/clubs/30015,,,,,,,,,,,
17612,Basingstoke Country Hotel,"Scures Hill, London Rd, Nately Scures, Basingstoke RG27 9JS",https://ra.co/clubs/131954,,,,,,,,,,,
17613,The Basket,149 Willesden High Rd; Willesden; London NW10 2SJ; United Kingdom,https://ra.co/clubs/3590,,,,,,,,,,,
17614,Bassment Snaxx,"1C Darnley Rd, London E9 6QH",https://ra.co/clubs/98800,,,,,,,,,,,
17615,The Bat & Ball,"Unit 1110/11 Westfield Centre, Stratford City, Olympic Park, Montfichet Rd, London E20 1EJ",https://ra.co/clubs/128202,,,,,,,,,,,
17616,Batchwood Hall,"Batchwood Hall, St. Albans AL3 5XA",https://ra.co/clubs/60096,,,,,,,,,,,
17617,The Bathhouse,7-8 Bishopsgate Churchyard; Broadgate; London EC2M 3TJ; United Kingdom,https://ra.co/clubs/19135,,,,,,,,,,,
17618,The Baths,"The Baths, Hackney Wick, 80 Eastway, London, E9 5JH",https://ra.co/clubs/201514,,,,,,,,,,,
17619,Battersea Arts Centre,"Lavender Hill, London, SW11 5TN",https://ra.co/clubs/54096,,,,,,,,,,,
17620,Battersea Barge,Nine Elms Lane; South Lambeth; London SW8 5BP; United Kingdom,https://ra.co/clubs/2546,,,,,,,,,,,
17621,Battersea Power Station,188 Kirtling Street; Battersea; London SW8 5BP; United Kingdom,https://ra.co/clubs/22577,,,,,,,,,,,
17622,The BBE Store,"376 Helmsley Pl, London E8 3SB",https://ra.co/clubs/136882,,,,,,,,,,,
17623,Beach Blanket Babylon,"19-23 Bethnal Green Rd, London E1 6LA",https://ra.co/clubs/109009,,,,,,,,,,,
17624,The Beach London,Millenium Way Greenwich Peninsula; London SE10; United Kingdom,https://ra.co/clubs/64205,,,,,,,,,,,
17625,The Beams,"Factory Road, London, E16 2HB",https://ra.co/clubs/199091,,,,,,,,,,,
17626,Beat,"48 Margaret St, Marylebone, London W1W 8SE, UK",https://ra.co/clubs/75977,,,,,,,,,,,
17627,The Beatrice,"55 Camden High St, London NW1 7JH",https://ra.co/clubs/99176,,,,,,,,,,,
17628,Beauberry House,Gallery Road; Dulwich Village; London SE21 7AB; United Kingdom,https://ra.co/clubs/8435,,,,,,,,,,,
17629,Beaufort House,"354 Kings Road London, SW35UZ",https://ra.co/clubs/112508,,,,,,,,,,,
17630,Beckenham Park,"Beckenham Hill Rd, Beckenham BR3 1SY, United Kingdom",https://ra.co/clubs/165446,,,,,,,,,,,
17631,Beckenham Park Mansion,"Beckenham Place Park, BR3 1SY, United Kingdom",https://ra.co/clubs/131787,,,,,,,,,,,
17632,Beckenham Place Park,"Beckenham Hill Rd, Beckenham, Greater London, England, SE6 3PU, United Kingdom",https://ra.co/clubs/186390,,,,,,,,,,,
17633,Bed Bar,"46 The Parade, Watford, WD17 1AY",https://ra.co/clubs/93884,,,,,,,,,,,
17634,Bed Bar,310 Portobello Road; Kensal Town; London W10 5TA; United Kingdon,https://ra.co/clubs/2449,,,,,,,,,,,
17635,The Bedford,77 Bedford Hill; Balham; London SW12 9HD; United Kingdom,https://ra.co/clubs/7189,,,,,,,,,,,
17636,Bedford Bar,"1 Old Post Office Yd, Norwich NR2 1SL",https://ra.co/clubs/189950,,,,,,,,,,,
17637,Bedford Square,"14 Bedford Square, Fitzrovia, London WC1B 3JA",https://ra.co/clubs/140952,,,,,,,,,,,
17638,Bedrock,"161 Masons Hill, Bromley, BR2 9HW",https://ra.co/clubs/46259,,,,,,,,,,,
17639,Bedroom Bar,62-68 Rivington Street; Shoreditch; London EC2A 3AY; United Kingdom,https://ra.co/clubs/11879,,,,,,,,,,,
17640,Beds Su - Luton University,"Beds SU, Campus Centre, University Square, Luton, LU1 3JU",https://ra.co/clubs/132357,,,,,,,,,,,
17641,Beduin Club,57-59 Charterhouse St; Farringdon; London EC1M 6HA; United Kingdom,https://ra.co/clubs/16335,,,,,,,,,,,
17642,The Beehive Bow,"Bromley By Bow, 104 Empson Street, London, United Kingdom",https://ra.co/clubs/175925,,,,,,,,,,,
17643,Beer Rebellion,"129 Queen''s Rd, London SE15 2ND",https://ra.co/clubs/190127,,,,,,,,,,,
17644,Behind The Bike Shed,"384 Old Street, London, EC1V 9LT",https://ra.co/clubs/131791,,,,,,,,,,,
17645,Behind This Wall,"411 Mare St, London E8 1HY, UK",https://ra.co/clubs/158097,,,,,,,,,,,
17646,The Bell,50 Middlesex St. Aldgate London E1 7EX,https://ra.co/clubs/77027,,,,,,,,,,,
17647,Bells Of Shoredich,"48 Kingsland Road, E2 8AA London, United Kingdom",https://ra.co/clubs/84652,,,,,,,,,,,
17648,Below 54,54-56 Great Eastern Street; Broadgate; London EC2A 3QR; United Kingdom,https://ra.co/clubs/1003,,,,,,,,,,,
17649,Below Stone Nest,"136 Shaftesbury Ave, London W1D 5EZ, United Kingdom",https://ra.co/clubs/193124,,,,,,,,,,,
17650,Belushi's,161-165 Borough High Street; Southwark; London SE1 1HR,https://ra.co/clubs/60005,,,,,,,,,,,
17651,Belushi's - Shepherds Bush,"13-15 Shepherds Bush Green, London, W12 8PH, UK",https://ra.co/clubs/84979,,,,,,,,,,,
17652,Bermondsey Project Space,"183 – 185 Bermondsey Street, London, SE1 3UW",https://ra.co/clubs/193343,,,,,,,,,,,
17653,Bermondsey Social Club,"Arch 19 Almond Road, Bermondsey, London, SE16 3LR",https://ra.co/clubs/108863,,,,,,,,,,,
17654,Bermondsey Yard Cafe,"40 Bermondsey Street, Bermondsey, London, SE1 3UD",https://ra.co/clubs/132591,,,,,,,,,,,
17655,Bernardi's,"62 Seymour St, Marylebone, London W1H 5BN",https://ra.co/clubs/149197,,,,,,,,,,,
17656,Bernie Grant Arts Centre,"Townhall Approach Rd, London, N15 4RX",https://ra.co/clubs/34849,,,,,,,,,,,
17657,Berwick Manor,"Berwick Pond Road, Rainham, Essex, RM13 9EL",https://ra.co/clubs/154790,,,,,,,,,,,
17658,Bethnal Green Railway Arch,"Arch 12, Gales Gardens London, Bethnal Green, E2 0EJ",https://ra.co/clubs/91082,,,,,,,,,,,
17659,Bethnal Green Workingmen's Club,44-46 Pollard Row; Bethnal Green; London E2 6NB; United Kingdom,https://ra.co/clubs/13734,,,,,,,,,,,
17660,The Betsey Trotwood,"56 Farringdon Rd, London EC1R 3BL",https://ra.co/clubs/100873,,,,,,,,,,,
17661,The Betsy Smith Bar,77 Kilburn High Rd NW6 6HY,https://ra.co/clubs/83357,,,,,,,,,,,
17662,Between The Bridges,"Queen's Walk, South Bank, SE1",https://ra.co/clubs/190833,,,,,,,,,,,
17663,BFI Riverfront,"The Riverfront, BFI Southbank, Waterloo, London, SE1 8XT, United Kingdom",https://ra.co/clubs/162462,,,,,,,,,,,
17664,BFI Southbank,Belvedere Road; Southwark; London SE1 8XT; United Kingdom,https://ra.co/clubs/11626,,,,,,,,,,,
17665,BG's Nite Club,71 Shacklewell Lane; Dalston; London E8 4BD; United Kingdom,https://ra.co/clubs/18073,,,,,,,,,,,
17666,Biagio at Bankside,32 Sumner Street; Southwark Bridge Road; London SE1 9EU,https://ra.co/clubs/54203,,,,,,,,,,,
17667,Bianca Road,"Bianca Road Brew Co, Railway Arches, 83-84 Enid Street, Bermondsey, London, SE16 3RA",https://ra.co/clubs/189929,,,,,,,,,,,
17668,Bianca Road Brew Co.,"Unit 1, 95 Haymerle Rd, Access via Bianca Rd, London SE15 6SJ",https://ra.co/clubs/128979,,,,,,,,,,,
17669,The Bickley,"Chislehurst Road, Chislehurst, BR7 5NP",https://ra.co/clubs/143649,,,,,,,,,,,
17670,Biddle Bros,"88 Lower Clapton,  London, E5 0QR",https://ra.co/clubs/63901,,,,,,,,,,,
17671,Big Apple Brixton,"Popes Road, Brixton SW9 8JH London",https://ra.co/clubs/125303,,,,,,,,,,,
17672,Big Chill Bar,91 Brick Lane; Shoreditch; London E1 6QL; United Kingdom,https://ra.co/clubs/1867,,,,,,,,,,,
17673,The Big Chill House,257-259 Pentonville Road; Kings Cross; London N1 9NL; United Kingdom,https://ra.co/clubs/4655,,,,,,,,,,,
17674,Big Penny Social,"1 Priestley Way, London, E17 6AL, United Kingdom",https://ra.co/clubs/203301,,,,,,,,,,,
17675,The Big Red,"The Big Red, 30 Deptford Church Street, Deptford, London, SE8 4RZ",https://ra.co/clubs/62202,,,,,,,,,,,
17676,The Birdcage,"80 Columbia Road, London, E2 7QB",https://ra.co/clubs/69082,,,,,,,,,,,
17677,The Birdcage,"58 Stamford Hill, Cazenove, London N16 6XS, United Kingdom",https://ra.co/clubs/92158,,,,,,,,,,,
17678,The Birds,"692 High Road Leytonstone, Leytonstone, London E11 3AA",https://ra.co/clubs/135631,,,,,,,,,,,
17679,The Birds Nest,"32 Deptford Church St, London, SE8 4RZ, United Kingdom",https://ra.co/clubs/125096,,,,,,,,,,,
17680,Birmingham O2 Institute 2,"8 Digbeth, Birmingham B5 6DY",https://ra.co/clubs/134703,,,,,,,,,,,
17681,Birthdays,"33-35 Stoke Newington Road, N16 8BJ, United Kingdom",https://ra.co/clubs/63354,,,,,,,,,,,
17682,The Biscuit Factory,"100 Drummond Road, Bermondsey, SE16 4DG, London, United Kingdom",https://ra.co/clubs/164124,,,,,,,,,,,
17683,The Bishop,"2, Bishop’s Hall, Thames St, Kingston upon Thames KT1 1PY",https://ra.co/clubs/143234,,,,,,,,,,,
17684,Bishopsgate Institute,"230 Bishopsgate, London, EC2M 4QH",https://ra.co/clubs/56837,,,,,,,,,,,
17685,Bisoux,"51a High Street, Esher, Surrey KT10 9RQ",https://ra.co/clubs/126480,,,,,,,,,,,
17686,Bittersweet,"4 Kingly Court, W1B 5PW",https://ra.co/clubs/88565,,,,,,,,,,,
17687,BJs White Swan,"556 Commercial Road, Limehouse, London, E14 7JD",https://ra.co/clubs/121195,,,,,,,,,,,
17688,BKB Bar,19-21 Old Compton Street  Soho W1D 4,https://ra.co/clubs/55099,,,,,,,,,,,
17689,BL-NK,"25-27 Curtain Road, London, EC2A 3LT",https://ra.co/clubs/111445,,,,,,,,,,,
17690,Black & White Lounge,"2 Jenkins Lane, London, IG11 0AD, United Kingdom",https://ra.co/clubs/110951,,,,,,,,,,,
17691,Black Box,95 Kingsland High St London E8 2PB,https://ra.co/clubs/53100,,,,,,,,,,,
17692,Black Dragon,Cable Studios; 566 Cable Street; Shadwell; London E1W 3HB; United Kingdom,https://ra.co/clubs/8463,,,,,,,,,,,
17693,The Black Heart,"3 Greenland Place, Camden, London, NW1 0AP",https://ra.co/clubs/46971,,,,,,,,,,,
17694,Black Horse,"40 Leman Street, Aldgate",https://ra.co/clubs/77282,,,,,,,,,,,
17695,The Black Horse SE8,"195 Evelyn Street, SE8 5RE, London, United Kingdom",https://ra.co/clubs/164039,,,,,,,,,,,
17696,Black Lotus Karate Club,73 - 75 Scrutton Street; Shoreditch; London EC2A 4PJ; United Kingdom,https://ra.co/clubs/16366,,,,,,,,,,,
17697,The Black Pig With White Pearls,61 Stoke Newington High St. London N16 8EL,https://ra.co/clubs/124381,,,,,,,,,,,
17698,Black Sheep Bar,"68 High Street, Croydon, London, CR0 1NA",https://ra.co/clubs/37686,,,,,,,,,,,
17699,Blackall Studios,"73a Leonard Street, Shoreditch, London, EC2A 4QS",https://ra.co/clubs/38362,,,,,,,,,,,
17700,Blackfriars Pier,"A3211, London EC4V 3QR, United Kingdom",https://ra.co/clubs/125944,,,,,,,,,,,
17701,Blackhorse Sideshow,"Forest Works, Forest Road, London,  E17 6JF, UK",https://ra.co/clubs/140857,,,,,,,,,,,
17702,The Blacksmith and The Toffeemaker,"292-294 St John St, Clerkenwell, London EC1V 4PA, UK",https://ra.co/clubs/61355,,,,,,,,,,,
17703,Blagclub Holland Park,11 Russell Gardens; Holland Park; London W14 8EZ; United Kindom,https://ra.co/clubs/3137,,,,,,,,,,,
17704,Blagclub Ladbroke Grove,Canalot Studios; 222 Kensal Road; Ladbroke Grove; London W10 5BN; United Kingdom,https://ra.co/clubs/13588,,,,,,,,,,,
17705,Blagclub Notting Hill Gate,68 Notting Hill Gate; Notting Hill; London W11 3HT; United Kingdom,https://ra.co/clubs/16596,,,,,,,,,,,
17706,Blakes,642 Wandsworth Rd London SW8 3JW,https://ra.co/clubs/142827,,,,,,,,,,,
17707,Blakes Hotel,33 Roland Gardens London SW7 3PF,https://ra.co/clubs/150112,,,,,,,,,,,
17708,Blase House,"Q2, 55 Wallis Road, Hackney Wick, London, E9 5LH",https://ra.co/clubs/152572,,,,,,,,,,,
17709,Bleep X,"529 Kingsland Road, E8 4AR",https://ra.co/clubs/160675,,,,,,,,,,,
17710,Blighty,"Blighty India Cafe, Blighty Commonwealth of Cafes, 266 High Road, London, N15 4AJ",https://ra.co/clubs/142926,,,,,,,,,,,
17711,Bloc (Autumn Street),Unit 3; 39 Autumn St; Hackney Wick; London E3 2TT; United Kingdom,https://ra.co/clubs/62301,,,,,,,,,,,
17712,Bloc South,"65 Albert Embankment, SE1 7TP London, United Kingdom",https://ra.co/clubs/138348,,,,,,,,,,,
